Company Name,Website,Email Domain,Industry,Sub-Industry,Employee Count,Revenue,Region,HQ Location,Solution Interest,Lead Source,Contact Role/Title,Tech Stack Signals,Annual Board Meetings,Compliance Certifications,Intent Score,Last Marketing Touch,Lead Owner,Parent Company,Account Tier,SFDC Account ID,Status,Employee_Count_Clean,Revenue_Clean,Region_Clean,Last_Marketing_Touch_Clean,Website_Clean,Tech_Stack_Clean,SFDC_Account_ID_Clean,Lead_Owner_Clean,Intent_Score_Clean,Firmographic_Score,Solution_Fit_Score,Intent_Signals_Score,Tech_Compliance_Score,Total_ICP_Score,ICP_Archetype,Priority_Tier
Globex Inc_64,globexinc_64.io,globexinc_64.io,Legal,Insurance,1000+,,Unknown,"Sydney, AU",Risk,Partner,Head of Compliance,Snowflake | SFDC | Marketo | Slack,0,PCI DSS,5,03/16/25,John Smith,Private Equity HoldCo,,1648442.0,Won,1000+,Unknown,Unknown,2025-03-16,globexinc_64.io,"Snowflake, Sfdc, Marketo, Slack",1648442.0,John Smith,5.0,25,18,6,12,61,Enterprise_Risk_Management,High
Shinra Electric_65,shinraelectric_65.co,shinraelectric_65.com,Energy,Industrial,500 to 1000,"20,000,000 USD",APAC,"Dubai, AE",Compliance,Web,Head of Compliance,,8,,17,02/01/25,Priya Patel,—,C,1803798.0,Open,500-1000,$20M,APAC,2025-02-01,shinraelectric_65.co,,1803798.0,Priya Patel,17.0,30,15,7,0,52,Mid_Market_Compliance,Medium
Stark Industries_66,starkindustries_66.com,starkindustries_66.co,Energy,Insurance,50-200,USD 250M,,"Munich, DE",Compliance,Inbound,General Counsel,Okta | Azure AD,4,ISO27001,100,"January 26, 2025",Priya Patel,Stark Holdings,Tier 2,1719817.0,Lost,50-200,$250M,Unknown,2025-01-26,starkindustries_66.com,"Okta, Azure Ad",1719817.0,Priya Patel,100.0,30,22,13,15,80,Mid_Market_Compliance,High
Omni Consumer Products_67,omniconsumerproducts_67.com,omniconsumerproducts_67.com,Non-Profit,Financials,50-200,,APAC,,Compliance,Event,IT Director,Oracle; ; Pardot; Snowflake,8,ISO27001,95%,2025-04-27,Test User,,SMB,1586899.0,Open,50-200,Unknown,APAC,2025-04-27,omniconsumerproducts_67.com,"Oracle, Pardot, Snowflake",1586899.0,Unassigned,,8,19,5,12,44,Other,Medium
Blue Sun Corp_68,bluesuncorp_68.com,bluesuncorp_68.net,Technology,Utilities,1000+,"20,000,000 USD",MDO,"Dubai, AE",Boards,Web,Chief Risk Officer,O365 | ServiceNow |  | Okta,1,"HIPAA, PCI DSS",61,07/17/25,TBD,Private Equity HoldCo,,1655315.0,Lost,1000+,$20M,MEA,2025-07-17,bluesuncorp_68.com,"O365, Servicenow, Okta",1655315.0,Unassigned,61.0,30,20,14,15,79,Board_Governance,High
Oscorp_69,https://www.oscorp_69.io,oscorp_69.io,Education,Insurance,approx 800,$20M,DACH,"Dublin, IE",Boards,Inbound,VP Finance,,unknown,"GDPR, HIPAA",low,"June 16, 2025",Jane Doe,—,Tier 3,1267317.0,Lost,"500-1,000",$20M,DACH,2025-06-16,oscorp_69.io,,1267317.0,Jane Doe,,23,13,5,5,46,Board_Governance,Medium
Dunder Mifflin_70,dundermifflin_70.com,dundermifflin_70.co,Legal,Industrial,five hundred,unknown,,NY,Boards,Partner,Board Secretary,"Salesforce, Databricks",6,ISO27001,73,"February 11, 2025",John Smith,,A,1577111.0,Lost,"500-1,000",Unknown,Unknown,2025-02-11,dundermifflin_70.com,"Salesforce, Databricks",1577111.0,John Smith,73.0,22,20,11,15,68,Board_Governance,High
Globex Inc_71,globexinc_71.io,globexinc_71.io,Technology,Industrial,50-200,$5M,UKI,"Dublin, IE",Boards,Event,CFO,Workday,3-4,"ISO27001, GDPR",,"January 06, 2025",Test User,,Tier 2,1632646.0,Lost,50-200,$5M,UK & Ireland,2025-01-06,globexinc_71.io,Workday,1632646.0,Unassigned,,16,17,5,15,53,Other,Medium
Kronos Group_72,kronosgroup_72.net,kronosgroup_72.io,Technology,Financials,1000+,$100M,,"Mumbai, IN",Compliance,Event,VP Finance,Snowflake,unknown,,55,2025-02-20,Alex Lee,Kronos Holdings,A,1358184.0,Lost,1000+,$100M,Unknown,2025-02-20,kronosgroup_72.net,Snowflake,1358184.0,Alex Lee,55.0,34,15,11,3,63,Mid_Market_Compliance,High
Initech_73,initech_73.net,initech_73.co,Technology,Higher Ed,"500-1,000",unknown,MDO,"San Francisco, USA",Boards,Web,VP Finance,Teams; Marketo,2,"ISO27001, GDPR",55,"March 11, 2025",—,Global Holdings Ltd,,1873085.0,Won,"500-1,000",Unknown,MEA,2025-03-11,initech_73.net,"Teams, Marketo",1873085.0,—,55.0,19,13,10,12,54,Board_Governance,Medium
Vehement Capital_74,vehementcapital_74.co,vehementcapital_74.io,Healthcare,NGO,,$20M,EMEA,"Munich, DE",Boards,Referral,VP Finance,,3-4,"PCI DSS, None",48,05/09/25,Jane Doe,,MM,1263827.0,Lost,Unknown,$20M,EMEA,2025-05-09,vehementcapital_74.co,,1263827.0,Jane Doe,48.0,18,13,12,7,50,Mid_Market_Compliance,Medium
Clampett Oil_75,clampettoil_75.co,clampettoil_75.com,Government,Biotech,"500-1,000",€20M,,,Risk,Web,Board Secretary,,2,,55,03/23/25,Test User,,Enterprise,1239042.0,Won,"500-1,000",$20M,Unknown,2025-03-23,clampettoil_75.co,,1239042.0,Unassigned,55.0,27,25,10,0,62,Enterprise_Risk_Management,High
Wonka Tech_76,wonkatech_76.io,wonkatech_76.com,Financial Services,Pharma,1000+,$20M,DACH,"Berlin, DE",Audit,Referral,General Counsel,,>5,"ISO27001, GDPR",85,03/28/25,TBD,Global Holdings Ltd,,1604153.0,Lost,1000+,$20M,DACH,2025-03-28,wonkatech_76.io,,1604153.0,Unassigned,85.0,33,15,16,7,71,Mid_Market_Compliance,High
Pendragon Ltd_77,pendragonltd_77.io,pendragonltd_77.com,Technology,Financials,50-200,USD 250M,AMS,"London, UK",Compliance,Partner,Director of Security,O365 | Eloqua | Netsuite | ,4,,48,"July 22, 2025",Priya Patel,,SMB,1613977.0,Open,50-200,$250M,Americas,2025-07-22,pendragonltd_77.io,"O365, Eloqua, Netsuite",1613977.0,Priya Patel,48.0,27,19,11,3,60,Mid_Market_Compliance,Medium
Prestige Worldwide_78,prestigeworldwide_78.io,prestigeworldwide_78.co,Non-Profit,Insurance,200-500,,FR,"Sydney, AU",Compliance,Inbound,IT Director,"Eloqua, SFDC, Teams",unknown,"GDPR, ISO27001",73,2025-06-11,Jane Doe,,C,1275404.0,Open,200-500,Unknown,France,2025-06-11,prestigeworldwide_78.io,"Eloqua, Sfdc, Teams",1275404.0,Jane Doe,73.0,13,19,11,10,53,Mid_Market_Compliance,Medium
Blue Sun Corp_79,https://www.bluesuncorp_79.io,bluesuncorp_79.net,Education,Biotech,200-500,$20M,Unknown,"Mumbai, IN",Audit,Partner,Board Secretary,,5,,95%,"June 15, 2025",,,Tier 3,1232635.0,Lost,200-500,$20M,Unknown,2025-06-15,bluesuncorp_79.io,,1232635.0,Unassigned,,21,15,5,0,41,Mid_Market_Compliance,Medium
Sterling Cooper_80,sterlingcooper_80.co,sterlingcooper_80.net,Retail,Insurance,approx 800,$100M,,"Austin, USA",Audit,Referral,CIO,Eloqua,unknown,"SOX, None",high,2025-07-06,—,Private Equity HoldCo,Tier 1,1996177.0,Open,"500-1,000",$100M,Unknown,2025-07-06,sterlingcooper_80.co,Eloqua,1996177.0,—,,27,8,8,10,53,Enterprise_Risk_Management,Medium
Shinra Electric_81,shinraelectric_81.io,shinraelectric_81.co,Healthcare,Insurance,200-500,"20,000,000 USD",FR,"Paris, FR",Risk,Inbound,IT Director,,3-4,"PCI DSS, GDPR",55,2025-06-18,Priya Patel,,A,1547099.0,Open,200-500,$20M,France,2025-06-18,shinraelectric_81.io,,1547099.0,Priya Patel,55.0,28,22,11,7,68,Mid_Market_Compliance,High
Luthor Enterprises_82,https://www.luthorenterprises_82.io,luthorenterprises_82.co,Healthcare,SaaS,50-200,"20,000,000 USD",UKI,NY,Risk,Inbound,CFO,Slack,6,"HIPAA, PCI DSS",high,2025-02-21,Priya Patel,,,1500660.0,Open,50-200,$20M,UK & Ireland,2025-02-21,luthorenterprises_82.io,Slack,1500660.0,Priya Patel,,23,22,3,10,58,Enterprise_Risk_Management,Medium
Omni Consumer Products_83,omniconsumerproducts_83.co,omniconsumerproducts_83.io,Manufacturing,NGO,,"20,000,000 USD",Unknown,"Munich, DE",Risk,Purchased,Head of Compliance,Oracle | Eloqua | Databricks,>5,,5,2025-06-02,Chen Wu,—,Tier 3,1551134.0,Open,Unknown,$20M,Unknown,2025-06-02,omniconsumerproducts_83.co,"Oracle, Eloqua, Databricks",1551134.0,Chen Wu,5.0,18,18,6,3,45,Enterprise_Risk_Management,Medium
Wonka Industries_84,wonkaindustries_84.io,wonkaindustries_84.co,Financial Services,Pharma,500 to 1000,,MDO,"Dublin, IE",Compliance,Purchased,Head of Compliance,Marketo | SAP,3,,85,07/12/25,,Wonka Holdings,B,1709831.0,Won,500-1000,Unknown,MEA,2025-07-12,wonkaindustries_84.io,"Marketo, Sap",1709831.0,Unassigned,85.0,22,15,15,5,57,Mid_Market_Compliance,Medium
Nakatomi Trading_85,nakatomitrading_85.co,nakatomitrading_85.io,Financial Services,Pharma,1000+,$20M,DACH,"Sydney, AU",Boards,Purchased,Board Secretary,Okta; ; Azure AD; Pardot,,,low,"April 22, 2025",Chen Wu,,A,1861295.0,Won,1000+,$20M,DACH,2025-04-22,nakatomitrading_85.co,"Okta, Azure Ad, Pardot",1861295.0,Chen Wu,,33,20,3,8,64,Board_Governance,High
Globex Inc_86,globexinc_86.co,globexinc_86.co,Manufacturing,Higher Ed,50-200,,,"Paris, FR",Boards,Purchased,Legal Counsel,Oracle | Marketo,6,,high,"June 16, 2025",Priya Patel,,Tier 3,1570254.0,Open,50-200,Unknown,Unknown,2025-06-16,globexinc_86.co,"Oracle, Marketo",1570254.0,Priya Patel,,15,20,5,5,45,Other,Medium
Pied Piper_87,piedpiper_87.co,piedpiper_87.co,Retail,Utilities,approx 800,,AMS,"New York, USA",Risk,Partner,CIO,Snowflake | Azure AD,unknown,,92,"July 25, 2025",TBD,,C,1511608.0,Lost,"500-1,000",Unknown,Americas,2025-07-25,piedpiper_87.co,"Snowflake, Azure Ad",1511608.0,Unassigned,92.0,15,18,15,3,51,Enterprise_Risk_Management,Medium
Duff Beer_88,duffbeer_88.net,duffbeer_88.com,Manufacturing,Law Firm,200-500,5000000,FR,"San Francisco, USA",Risk,Partner,CFO,Snowflake | Teams,8,,,"March 12, 2025",John Smith,Private Equity HoldCo,Enterprise,1760775.0,Open,200-500,$5M,France,2025-03-12,duffbeer_88.net,"Snowflake, Teams",1760775.0,John Smith,,24,22,3,3,52,Enterprise_Risk_Management,Medium
Kronos Group_89,kronosgroup_89.io,kronosgroup_89.co,Non-Profit,Industrial,"500-1,000",,APAC,"Mumbai, IN",Boards,Inbound,IT Director,SFDC,3-4,,92,"April 21, 2025",,Private Equity HoldCo,A,1598736.0,Lost,"500-1,000",Unknown,APAC,2025-04-21,kronosgroup_89.io,Sfdc,1598736.0,Unassigned,92.0,15,17,13,3,48,Board_Governance,Medium
Axiom Space_90,axiomspace_90.io,axiomspace_90.co,Non-Profit,Utilities,,$1B,AMS,"Dublin, IE",Boards,Inbound,Director of Security,O365 | Eloqua,1,"GDPR, HIPAA",85,"August 08, 2025",TBD,Private Equity HoldCo,Tier 3,1683461.0,Won,Unknown,$1000M,Americas,2025-08-08,axiomspace_90.io,"O365, Eloqua",1683461.0,Unassigned,85.0,18,17,15,8,58,Board_Governance,Medium
Pied Piper_91,piedpiper_91.net,piedpiper_91.io,Non-Profit,SaaS,,USD 250M,FR,Unknown,Boards,Purchased,VP Finance,"HubSpot, ServiceNow",1,"ISO27001, SOX",92,"February 17, 2025",Priya Patel,—,Tier 2,1980444.0,Won,Unknown,$250M,France,2025-02-17,piedpiper_91.net,"Hubspot, Servicenow",1980444.0,Priya Patel,92.0,18,13,13,15,59,Board_Governance,Medium
Gekko & Co_92,gekkoco_92.net,gekkoco_92.net,Education,NGO,500 to 1000,USD 250M,MDO,"Dublin, IE",Compliance,Purchased,Director of Security,"Databricks, ServiceNow",8,"None, ISO27001, HIPAA",32,07/06/25,John Smith,Gekko Holdings,Tier 2,1111044.0,Open,500-1000,$250M,MEA,2025-07-06,gekkoco_92.net,"Databricks, Servicenow",1111044.0,John Smith,32.0,30,19,8,15,72,Board_Governance,High
Vehement Capital_93,vehementcapital_93.co,vehementcapital_93.io,Education,Financials,1000+,$5M,,"Dublin, IE",Audit,Inbound,Legal Counsel,"Netsuite, Teams, Databricks",5,GDPR,85,"July 18, 2025",Priya Patel,Private Equity HoldCo,Enterprise,1925190.0,Won,1000+,$5M,Unknown,2025-07-18,vehementcapital_93.co,"Netsuite, Teams, Databricks",1925190.0,Priya Patel,85.0,22,15,15,8,60,Other,Medium
Clampett Oil_94,clampettoil_94.co,clampettoil_94.com,Government,K-12,,5000000,AMS,"Berlin, DE",Audit,Inbound,Legal Counsel,HubSpot; Salesforce; Azure AD; Okta,8,,low,02/08/25,Test User,Global Holdings Ltd,MM,1499631.0,Won,Unknown,$5M,Americas,2025-02-08,clampettoil_94.co,"Hubspot, Salesforce, Azure Ad, Okta",1499631.0,Unassigned,,11,15,3,8,37,Other,Low
Hooli_95,hooli_95.com,hooli_95.io,Financial Services,Utilities,,$20M,MDO,"Sydney, AU",Risk,Purchased,IT Director,,,PCI DSS,61,"August 18, 2025",Chen Wu,Global Holdings Ltd,SMB,1677797.0,Won,Unknown,$20M,MEA,2025-08-18,hooli_95.com,,1677797.0,Chen Wu,61.0,18,22,15,7,62,Enterprise_Risk_Management,High
Pied Piper_96,piedpiper_96.com,piedpiper_96.io,Education,SaaS,approx 800,unknown,UKI,"Paris, FR",Boards,Inbound,Legal Counsel,,3-4,"PCI DSS, GDPR",17,"July 28, 2025",Priya Patel,Private Equity HoldCo,A,1749316.0,Lost,"500-1,000",Unknown,UK & Ireland,2025-07-28,piedpiper_96.com,,1749316.0,Priya Patel,17.0,15,20,8,7,50,Board_Governance,Medium
Shinra Electric_97,shinraelectric_97.com,shinraelectric_97.co,Technology,SaaS,,unknown,MDO,"London, UK",Boards,Web,VP Finance,,five,"SOX, HIPAA",61,"July 20, 2025",Test User,,Tier 2,1214489.0,Lost,Unknown,Unknown,MEA,2025-07-20,shinraelectric_97.com,,1214489.0,Unassigned,61.0,7,13,14,7,41,Other,Medium
Black Mesa_98,blackmesa_98.net,blackmesa_98.com,Legal,Higher Ed,200-500,€20M,AMS,Unknown,Boards,Referral,CIO,HubSpot; Slack,2,"PCI DSS, None",73,05/18/25,Test User,—,B,1673663.0,Open,200-500,$20M,Americas,2025-05-18,blackmesa_98.net,"Hubspot, Slack",1673663.0,Unassigned,73.0,28,13,14,12,67,Board_Governance,High
Oceanic Airlines_99,oceanicairlines_99.io,oceanicairlines_99.com,Non-Profit,K-12,"500-1,000",unknown,AMS,"Dublin, IE",Compliance,Referral,Legal Counsel,"Google Workspace, , Salesforce, Azure AD",2,HIPAA,73,2025-08-18,Priya Patel,—,B,1166758.0,Won,"500-1,000",Unknown,Americas,2025-08-18,oceanicairlines_99.io,"Google Workspace, Salesforce, Azure Ad",1166758.0,Priya Patel,73.0,15,22,18,13,68,Mid_Market_Compliance,High
Initech_100,initech_100.co,initech_100.io,Retail,Semiconductors,"500-1,000",€20M,,"Sydney, AU",Risk,Inbound,Legal Counsel,Marketo,five,"GDPR, None",5,2025-01-17,—,,,1186317.0,Open,"500-1,000",$20M,Unknown,2025-01-17,initech_100.co,Marketo,1186317.0,—,5.0,23,25,6,10,64,Mid_Market_Compliance,High
Black Mesa_101,blackmesa_101.com,blackmesa_101.com,Financial Services,Banking,approx 800,5000000,APAC,"Berlin, DE",Audit,Purchased,Chief Risk Officer,Teams | Netsuite,4,,low,2025-03-01,Alex Lee,,Enterprise,1391217.0,Won,"500-1,000",$5M,APAC,2025-03-01,blackmesa_101.com,"Teams, Netsuite",1391217.0,Alex Lee,,26,15,3,3,47,Enterprise_Risk_Management,Medium
Prestige Worldwide_102,prestigeworldwide_102.com,prestigeworldwide_102.com,Government,Utilities,200-500,,MDO,"Paris, FR",Audit,Inbound,Head of Compliance,,5,"PCI DSS, SOX",85,2025-07-03,,Prestige Holdings,Tier 2,1147980.0,Won,200-500,Unknown,MEA,2025-07-03,prestigeworldwide_102.com,,1147980.0,Unassigned,85.0,17,8,15,7,47,Board_Governance,Medium
Future Gadget Lab_103,futuregadgetlab_103.com,futuregadgetlab_103.com,Healthcare,Pharma,50-200,€20M,AMS,NY,Risk,Event,General Counsel,"Azure AD, Teams, Netsuite",3-4,"PCI DSS, ISO27001",32,"July 20, 2025",John Smith,—,,1100465.0,Lost,50-200,$20M,Americas,2025-07-20,futuregadgetlab_103.com,"Azure Ad, Teams, Netsuite",1100465.0,John Smith,32.0,23,25,10,10,68,Mid_Market_Compliance,High
Wonka Tech_104,wonkatech_104.co,wonkatech_104.net,Healthcare,Higher Ed,200-500,USD 250M,MDO,"Toronto, CA",Risk,Web,Head of Compliance,Oracle; ServiceNow; Google Workspace,8,ISO27001,55,"July 16, 2025",Chen Wu,Private Equity HoldCo,Tier 3,1678260.0,Won,200-500,$250M,MEA,2025-07-16,wonkatech_104.co,"Oracle, Servicenow, Google Workspace",1678260.0,Chen Wu,55.0,35,18,12,15,80,Enterprise_Risk_Management,High
Goodman Group_105,goodmangroup_105.net,goodmangroup_105.io,Legal,Semiconductors,1000+,"20,000,000 USD",DACH,NY,Risk,Event,Director of Security,Teams; Netsuite; ,8,,48,06/24/25,Chen Wu,,A,1873788.0,Open,1000+,$20M,DACH,2025-06-24,goodmangroup_105.net,"Teams, Netsuite",1873788.0,Chen Wu,48.0,33,22,13,3,71,Board_Governance,High
Cyberdyne Systems_106,cyberdynesystems_106.net,cyberdynesystems_106.com,Manufacturing,SaaS,200-500,5000000,EMEA,Unknown,Audit,Purchased,General Counsel,Snowflake,8,"HIPAA, ISO27001",high,2025-02-11,Alex Lee,,C,1480867.0,Lost,200-500,$5M,EMEA,2025-02-11,cyberdynesystems_106.net,Snowflake,1480867.0,Alex Lee,,24,15,3,10,52,Mid_Market_Compliance,Medium
Luthor Enterprises_107,luthorenterprises_107.net,luthorenterprises_107.net,Manufacturing,Pharma,five hundred,,Unknown,,Compliance,Partner,VP Finance,"Oracle, SFDC, HubSpot, Marketo",2,,100,04/15/25,,Private Equity HoldCo,Tier 1,1348596.0,Open,"500-1,000",Unknown,Unknown,2025-04-15,luthorenterprises_107.net,"Oracle, Sfdc, Hubspot, Marketo",1348596.0,Unassigned,100.0,22,15,13,5,55,Mid_Market_Compliance,Medium
Goodman Group_108,goodmangroup_108.net,goodmangroup_108.co,Education,NGO,200-500,$1B,AMS,"Toronto, CA",Compliance,Partner,VP Finance,Databricks; Pardot; ServiceNow,3,"SOX, ISO27001",,03/24/25,Alex Lee,Global Holdings Ltd,C,1928250.0,Open,200-500,$1000M,Americas,2025-03-24,goodmangroup_108.net,"Databricks, Pardot, Servicenow",1928250.0,Alex Lee,,28,15,3,15,61,Mid_Market_Compliance,High
Aperture Labs_109,aperturelabs_109.com,aperturelabs_109.net,Retail,SaaS,five hundred,,APAC,"Toronto, CA",Risk,Purchased,VP Finance,Google Workspace,6,SOX,48,"August 19, 2025",Jane Doe,—,A,1869937.0,Won,"500-1,000",Unknown,APAC,2025-08-19,aperturelabs_109.com,Google Workspace,1869937.0,Jane Doe,48.0,15,18,13,10,56,Enterprise_Risk_Management,Medium
Future Gadget Lab_110,futuregadgetlab_110.io,futuregadgetlab_110.net,Manufacturing,Industrial,200-500,,Unknown,"Mumbai, IN",Audit,Partner,Legal Counsel,Eloqua,3-4,,,"April 28, 2025",Alex Lee,Future Holdings,Tier 1,1310167.0,Won,200-500,Unknown,Unknown,2025-04-28,futuregadgetlab_110.io,Eloqua,1310167.0,Alex Lee,,20,15,3,3,41,Mid_Market_Compliance,Medium
Cyberdyne Systems_111,cyberdynesystems_111.com,cyberdynesystems_111.com,Financial Services,Higher Ed,200-500,,AMS,"San Francisco, USA",Boards,Purchased,Head of Compliance,Teams; O365,2,,5,2025-07-07,John Smith,Cyberdyne Holdings,A,1513553.0,Lost,200-500,Unknown,Americas,2025-07-07,cyberdynesystems_111.com,"Teams, O365",1513553.0,John Smith,5.0,20,13,8,3,44,Board_Governance,Medium
LexCorp_112,lexcorp_112.net,lexcorp_112.net,Healthcare,Pharma,approx 800,$5M,DACH,"Austin, USA",Boards,Event,CFO,ServiceNow | Workday,8,,95%,2025-06-12,,LexCorp_112 Holdings,Tier 1,1112180.0,Won,"500-1,000",$5M,DACH,2025-06-12,lexcorp_112.net,"Servicenow, Workday",1112180.0,Unassigned,,26,17,7,8,58,Board_Governance,Medium
Wonka Industries_113,wonkaindustries_113.net,wonkaindustries_113.com,Government,Utilities,500 to 1000,$1B,APAC,"Berlin, DE",Compliance,Web,Director of Security,Snowflake; HubSpot,3,"PCI DSS, HIPAA",5,2025-05-16,Jane Doe,Wonka Holdings,B,1308964.0,Open,500-1000,$1000M,APAC,2025-05-16,wonkaindustries_113.net,"Snowflake, Hubspot",1308964.0,Jane Doe,5.0,34,19,7,12,72,Board_Governance,High
Acme Corp_114,acmecorp_114.net,acmecorp_114.net,Legal,Utilities,"500-1,000",$20M,FR,"Toronto, CA",Compliance,Purchased,CIO,Slack | Oracle,3-4,PCI DSS,17,04/22/25,,,C,1100491.0,Open,"500-1,000",$20M,France,2025-04-22,acmecorp_114.net,"Slack, Oracle",1100491.0,Unassigned,17.0,30,15,6,10,61,Mid_Market_Compliance,High
Axiom Space_115,axiomspace_115.com,axiomspace_115.co,Legal,K-12,,"20,000,000 USD",FR,"Toronto, CA",Audit,Event,Head of Compliance,Google Workspace,unknown,,5,2025-08-06,,,Tier 1,1223382.0,Open,Unknown,$20M,France,2025-08-06,axiomspace_115.com,Google Workspace,1223382.0,Unassigned,5.0,18,8,10,3,39,Mid_Market_Compliance,Low
Oscorp_116,oscorp_116.net,oscorp_116.co,Healthcare,K-12,five hundred,5000000,,"London, UK",Risk,Purchased,Chief Risk Officer,"Eloqua, Snowflake, Workday",unknown,ISO27001,55,2025-04-09,Alex Lee,Global Holdings Ltd,Tier 1,1821507.0,Lost,"500-1,000",$5M,Unknown,2025-04-09,oscorp_116.net,"Eloqua, Snowflake, Workday",1821507.0,Alex Lee,55.0,26,25,9,15,75,Enterprise_Risk_Management,High
Blue Sun Corp_117,bluesuncorp_117.io,bluesuncorp_117.com,Healthcare,Utilities,200-500,unknown,DACH,"Berlin, DE",Compliance,Purchased,CIO,,2,SOX,,"July 24, 2025",John Smith,,Tier 1,1409512.0,Lost,200-500,Unknown,DACH,2025-07-24,bluesuncorp_117.io,,1409512.0,John Smith,,20,15,5,7,47,Mid_Market_Compliance,Medium
Wonka Tech_118,wonkatech_118.net,wonkatech_118.net,Legal,Biotech,approx 800,5000000,EMEA,"Dubai, AE",Compliance,Purchased,VP Finance,Oracle; Pardot; ServiceNow,,,,2025-03-15,TBD,Global Holdings Ltd,MM,1319385.0,Open,"500-1,000",$5M,EMEA,2025-03-15,wonkatech_118.net,"Oracle, Pardot, Servicenow",1319385.0,Unassigned,,26,15,3,8,52,Mid_Market_Compliance,Medium
Wayne Enterprises_119,wayneenterprises_119.com,wayneenterprises_119.io,Healthcare,Pharma,500 to 1000,unknown,,"San Francisco, USA",Audit,Referral,Head of Compliance,Snowflake,5,,48,2025-05-09,,Wayne Holdings,Tier 1,1909203.0,Open,500-1000,Unknown,Unknown,2025-05-09,wayneenterprises_119.com,Snowflake,1909203.0,Unassigned,48.0,22,8,12,3,45,Other,Medium
LexCorp_120,lexcorp_120.io,lexcorp_120.com,Legal,Financials,approx 800,,UKI,"Austin, USA",Risk,Referral,Head of Compliance,Eloqua; Google Workspace; Salesforce; Marketo,4,"HIPAA, GDPR",100,"June 02, 2025",Alex Lee,,Tier 2,1345015.0,Open,"500-1,000",Unknown,UK & Ireland,2025-06-02,lexcorp_120.io,"Eloqua, Google Workspace, Salesforce, Marketo",1345015.0,Alex Lee,100.0,22,18,16,13,69,Enterprise_Risk_Management,High
Aperture Labs_121,aperturelabs_121.io,aperturelabs_121.com,Non-Profit,NGO,"500-1,000",$20M,EMEA,"New York, USA",Boards,Partner,VP Finance,O365 | Workday,0,HIPAA,95%,2025-07-19,Chen Wu,—,C,1375038.0,Won,"500-1,000",$20M,EMEA,2025-07-19,aperturelabs_121.io,"O365, Workday",1375038.0,Chen Wu,,23,13,5,13,54,Board_Governance,Medium
Aperture Labs_122,aperturelabs_122.io,aperturelabs_122.io,Legal,NGO,50-200,,DACH,"Sydney, AU",Compliance,Web,Director of Security,Netsuite | Oracle | Snowflake,8,,85,"May 18, 2025",—,,MM,1619801.0,Won,50-200,Unknown,DACH,2025-05-18,aperturelabs_122.io,"Netsuite, Oracle, Snowflake",1619801.0,—,85.0,15,19,14,3,51,Mid_Market_Compliance,Medium
Hyperion Corp_123,hyperioncorp_123.co,hyperioncorp_123.co,Legal,K-12,"500-1,000",5000000,APAC,"Dublin, IE",Audit,Referral,General Counsel,,1,"ISO27001, HIPAA",,2025-08-27,John Smith,Private Equity HoldCo,C,1184355.0,Lost,"500-1,000",$5M,APAC,2025-08-27,hyperioncorp_123.co,,1184355.0,John Smith,,26,15,10,7,58,Mid_Market_Compliance,Medium
Oceanic Airlines_124,oceanicairlines_124.net,oceanicairlines_124.com,Non-Profit,Insurance,"500-1,000",$5M,MDO,"Paris, FR",Compliance,Referral,Head of Compliance,Azure AD,2,"SOX, ISO27001",medium,2025-05-03,TBD,Oceanic Holdings,Enterprise,1560034.0,Lost,"500-1,000",$5M,MEA,2025-05-03,oceanicairlines_124.net,Azure Ad,1560034.0,Unassigned,,19,15,6,10,50,Mid_Market_Compliance,Medium
Pied Piper_125,piedpiper_125.io,piedpiper_125.net,Financial Services,Insurance,1000+,$1B,FR,Unknown,Risk,Web,Board Secretary,Google Workspace; Okta; Workday,3,"SOX, ISO27001, PCI DSS",medium,"March 29, 2025",TBD,Pied Holdings,Enterprise,1655858.0,Lost,1000+,$1000M,France,2025-03-29,piedpiper_125.io,"Google Workspace, Okta, Workday",1655858.0,Unassigned,,40,25,4,15,84,Enterprise_Risk_Management,Critical
Omni Consumer Products_126,omniconsumerproducts_126.net,omniconsumerproducts_126.io,Manufacturing,Insurance,,,DACH,"New York, USA",Boards,Referral,Audit Manager,Marketo; Eloqua; Pardot,>5,"ISO27001, None",100,2025-08-24,Priya Patel,—,Tier 3,1100472.0,Won,Unknown,Unknown,DACH,2025-08-24,omniconsumerproducts_126.net,"Marketo, Eloqua, Pardot",1100472.0,Priya Patel,100.0,10,13,20,12,55,Other,Medium
